,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre
33,Scoring Wilder,4.01,R.S. Grey,"31,279","2,503","10,942 followers","What started out as a joke— seduce Coach Wilder—soon became a goal she had to score.

With Olympic tryouts on the horizon, the last thing nineteen-year-old Kinsley Bryant needs to add to her plate is Liam Wilder. He's a professional soccer player, America's favorite bad-boy, and has all the qualities of a skilled panty-dropper.

• A face that makes girls weep – check.
• Abs that can shred Parmesan cheese (the expensive kind) – check.
• Enough confidence to shift the earth’s gravitational pull – double check.

Not to mention Liam is strictly off limits . Forbidden. Her coaches have made that perfectly clear. (i.e. “Score with Coach Wilder anywhere other than the field and you’ll be cut from the team faster than you can count his tattoos.”) But that just makes him all the more enticing…Besides, Kinsley's already counted the visible ones, and she is not one to leave a project unfinished.

Kinsley tries to play the game her way as they navigate through forbidden territory, but Liam is determined to teach her a whole new definition for the term “team bonding.”

A fun & sexy New Adult Romance (age 17+) (less)",sports
34,Taking Shots,3.91,Toni Aleo,"22,670","1,683","6,375 followers","Elli Fisher has never thought she was good enough, let it be her job, her weight, her love life, nothing. That is until she meets Shea Adler. After doing a promotional shoot for the NHL team, the Assassins, she meets the hunky hockey player who shoots a puck, shattering her world.
Shea Adler was tired of the life he was living outside of the rink. The girls, the money blowing, the drinking, everything had to stop and it all did when he met Eleanor Fisher. He had never met anyone like her. She was feisty, witty, shy, and simply gorgeous. When he laid eyes on her, it was as if he was taking the hardest hit of his life into the boards, and he had to have her. Elli is a little skeptical of Shea, but he knows that they were meant to be together, and he needed her in his life.
Can Elli throw her insecurities out the window and love Shea with everything inside of her, or will she let a past relationship, and her family ruin any chance of her being happy. (less)",sports
35,Enemies,4.04,Tijan,"41,910","3,909","22,189 followers","Stone Reeves was my neighbor, and I've hated him since sixth grade.

Gorgeous and charismatic, he became the town's football god, while I became the town's invisible girl.
He went to a Division 1 school for football, while my father was fired by his father.
His team won the National Championship, while my mother died the same day.

He was a first round pick for the NFL ...
... while I made the worst decision of my life.

Now I'm in Texas trying to pick up the pieces of my life.
But, Stone is here.
Stone is everywhere.

It doesn't matter that disaster has struck my life again.
It doesn't matter that he's the one trying to console me.
It doesn't matter that he's the nation's newest football obsession.

Because for me, he always has been and always will be my enemy.

** Enemies is a 100k enemies-to-lovers football romance standalone! (less)",sports
36,Good Boy,4.04,Sarina Bowen,"20,166","2,410","14,041 followers","Hosting her brother’s wedding for an MVP guest list is the challenge of Jess Canning’s life. Already the family screw-up, she can’t afford to fail. And nobody - absolutely nobody! - can learn of the colossal mistake she made with the best man during a weak moment last spring. It was wrong, and there will not be a repeat. Absolutely not. Even if he is the sexiest thing on two legs.

Blake Riley sees the wedding as fate’s gift to him. Jess is the maid of honor, and he’s the best man? Let the games begin. So what if he’s facing a little (fine, a lot) of resistance? He just needs to convince the stubborn blonde that he’s really a good boy with a bad rap. Luckily, every professional hockey player knows that you’ve got to make an effort if you want to score.

But Jess has more pressing issues to deal with than sexy-times with a giant man-child. Such as: Will the ceremony start on time, even though someone got grandma drunk? Does glitter ever belong at a wedding? And is it wrong to murder the best man?

Caution: May cause accidental aspiration of tea or coffee. Do not read in a public place where loud laughter is inappropriate. Contains hot but hilarious hockey players, puppy cuddling and a snarky pair of underwear. (less)",sports
37,Long Shot,4.22,Kennedy Ryan,"26,338","4,362","18,239 followers","A Standalone FORBIDDEN LOVE SET IN THE EXPLOSIVE WORLD OF THE NBA...

Think you know what it's like being a baller's girl?
You don't.
My fairy tale is upside down.
A happily never after.
I kissed the prince and he turned into a fraud.
I was a fool, and his love - fool's gold.

Now there's a new player in the game, August West.
One of the NBA's brightest stars.
Fine. Forbidden.
He wants me. I want him.
But my past, my fraudulent prince, just won't let me go.

*Contains domestic/sexual abuse not involving the hero. Read reviews for further guidance. (less)",sports
38,Sacked,3.99,Jen Frederick,"16,454","1,375","4,660 followers","What he wants he gets...

Knox Masters is a quarterback's worst nightmare. Warrior. Champion. And...virgin. Knox knows what he wants--and he gets it. All American Football player? Check. NFL pros scouting him? Check. Now, he's set his sight on two things. The national title. And Ellie Campbell. Sure, she's the sister of his fellow teammate, but that's not going to stop him. Especially not when he’s convinced Ellie is the one.

...but he's never met her before.

But Ellie isn't as sure. She's trying to start a new life and she's not interested in a relationship...with anyone. Beside it's not just her cardinal rule of never dating her brother's teammates that keeps her away, but Ellie has a dark secret that would jeopardize everything Knox is pursuing.

Knox has no intention of losing. Ellie has no intention of giving in. (less)",sports
39,The Hooker and the Hermit,3.91,L.H. Cosway,"26,802","2,676","5,734 followers","Book #1 in the USA TODAY BESTSELLING Rugby Series

New York’s Finest
Blogging as *The Socialmedialite*
April 22
LADIES AND GENTS! I have an announcement!

You know that guy I featured on my blog a few months ago? The really, really hot Irish rugby player who plays the position of ‘hooker’ in the RLI (Rugby League International)? The one with the anger management issues, the body of a gladiator and the face of a movie star? The one with the questionable fashion choices leading me to ask whether he was the lovechild of a leprechaun and a hobbit? Ronan Fitzpatrick? Yeah, that guy.

Well, I have a confession to make…

THE HERMIT

Annie Catrel, social media expert extraordinaire at Davidson & Croft Media and clandestine celebrity blogger, can make anyone shine in the court of public opinion. She is the Socialmedialite, anonymous creator of New York’s Finest and the internet’s darling. Virtual reality is Annie’s forte, but actual reality? Not so much.

THE HOOKER

Ronan Fitzpatrick, aka the best hooker the world of rugby has seen in decades, despises the media—social or otherwise. The press has spun a web of lies depicting him as rugby’s wild and reckless bad boy. Suspended from his team, Ronan has come to Manhattan to escape the drama, lay low, fly under the radar. Only, Ronan isn’t easy to overlook, and he can’t escape the notice of the Socialmedialite…

THE PLAN

When Ronan is sent to Davidson & Croft Media to reshape his public image, he never expects to cross paths with shy but beautiful Annie, nor does he expect his fierce attraction to her. He couldn’t be happier when her boss suggests pairing them together.

What lengths will Annie take to keep her virtual identity concealed? And what happens when the hooker discovers who the hermit really is? (less)",sports
40,The Year We Fell Down,3.96,Sarina Bowen,"28,023","2,827","14,041 followers","Alternate cover for this ASIN can be found here

The sport she loves is out of reach. The boy she loves has someone else. What now?
 
She expected to start Harkness College as a varsity ice hockey player. But a serious accident means that Corey Callahan will start school in a wheelchair instead.
 
Across the hall, in the other handicapped-accessible dorm room, lives the too-delicious-to-be real Adam Hartley, another would-be hockey star with his leg broken in two places. He's way out of Corey's league.
 
Also, he's taken.
 
Nevertheless, an unlikely alliance blooms between Corey and Hartley in McHerrin Hall. Over tequila, perilously balanced dining hall trays, and video games, the two cope with disappointments that nobody else understands.
 
They're just friends, of course, until one night when things fall apart. Or fall together. All Corey knows is that she's falling. Hard.
 
But will Hartley set aside his trophy girl to love someone as broken as Corey? If he won't, she will need to find the courage to make a life for herself at Harkness -- one which does not revolve around the sport she can no longer play, or the brown-eyed boy who's afraid to love her back. (less)",sports
41,The Boys of Summer,4.12,Roger Kahn,"11,194",474,55 followers,"This is a book about young men who learned to play baseball during the 1930s and 1940s, and then went on to play for one of the most exciting major-league ball clubs ever fielded, the team that broke the color barrier with Jackie Robinson. It is a book by and about a sportswriter who grew up near Ebbets Field, and who had the good fortune in the 1950s to cover the Dodgers for the Herald Tribune. This is a book about what happened to Jackie, Carl Erskine, Pee Wee Reese, and the others when their glory days were behind them. In short, it is a book about America, about fathers and sons, prejudice and courage, triumph and disaster, and told with warmth, humor, wit, candor, and love. (less)",sports
42,Sweet Home,3.98,Tillie Cole,"37,990","2,696","18,097 followers","At age twenty, Molly Shakespeare knows a lot.

She knows Descartes and Kant.

She knows academia and Oxford.

She knows that the people who love you leave you.

She knows how to be alone.

But when Molly leaves England's grey skies behind to start a new life at the University of Alabama, she finds that she has a lot to learn — she didn't know a summer could be so hot, she didn't know students could be so intimidating, and she certainly didn't know just how much the folks of Alabama love their football.

When a chance encounter with notorious star quarterback, Romeo Prince, leaves her unable to think of anything but his chocolate-brown eyes, dirty-blond hair and perfect physique, Molly soon realises that her quiet, solitary life is about to dramatically change forever...

Mature New Adult novel — contains adult content, highly sexual situations and mature topics. Suited for ages 18 and up* (less)",sports
43,Real,4.17,Katy Evans,"1,06,346","7,730","17,183 followers","A fallen boxer.
A woman with a broken dream.
A competition...

He even makes me forget my name. One night was all it took, and I forgot everything and anything except the sexy fighter in the ring who sets my mind ablaze and my body on fire with wanting...

Remington Tate is the strongest, most confusing man I've ever met in my life.

He’s the star of the dangerous underground fighting circuit, and I’m drawn to him as I've never been drawn to anything in my life. I forget who I am, what I want, with just one look from him. When he’s near, I need to remind myself that I am strong—but he is stronger. And now it’s my job to keep his body working like a perfect machine, his taut muscles primed and ready to break the bones of his next opponents...

But the one he’s most threatening to, now, is me.

I want him. I want him without fear. Without reservations.

If only I knew for sure what it is that he wants from me? (less)",sports
44,The Understatement of the Year,4.13,Sarina Bowen,"14,830","1,844","14,041 followers","What happened in high school stayed in high school. Until now.

Five years ago, Michael Graham betrayed the only person who ever really knew him. Since then, he’s made an art of hiding his sexuality from everyone. Including himself.

So it’s a shock when his past strolls right into the Harkness College locker room, sporting a bag of hockey gear and the same slow smile that had always rendered Graham defenseless. For Graham, there is only one possible reaction: total, debilitating panic. With one loose word, the team’s new left wing could destroy Graham’s life as he knows it.

John Rikker is stuck being the new guy. Again. And it’s worse than usual, because the media has latched onto the story of the only “out” player in Division One hockey. As the satellite trucks line the sidewalk outside the rink, his new teammates are not amused.

And one player in particular looks sick every time he enters the room.

Rikker didn’t exactly expect a warm welcome from Graham. But the guy won’t even meet his eyes. From the looks of it, his former… best friend / boyfriend / whatever isn’t doing so well. He drinks too much and can’t focus during practice.

Either the two loneliest guys on the team will self destruct from all the new pressures in their lives, or they can navigate the pain to find a way back to one another. To say that it won’t be easy is the Understatement of the Year.

Warning: unlike the other books in this series, this heartbreaking love story is about two guys. Contains sexual situations, dance music, snarky t-shirts and a poker-playing grandmother.

THIS BOOK IS A STANDALONE. NO CLIFFHANGERS. NO PRIOR EXPERIENCE NECESSARY. (less)",sports
45,"Check, Please! Book 1: #Hockey",4.26,Ngozi Ukazu,"21,572","4,154","1,090 followers","Helloooo, Internet Land. Bitty here!

Y’all... I might not be ready for this. I may be a former junior figure skating champion, vlogger extraordinaire, and very talented amateur pâtissier, but being a freshman on the Samwell University hockey team is a whole new challenge. It’s nothing like co-ed club hockey back in Georgia! First of all? There’s checking. And then, there is Jack—our very attractive but moody captain.

A collection of the first half of the megapopular webcomic series of the same name, Check, Please!: #Hockey is the first book of a hilarious and stirring two-volume coming-of-age story about hockey, bros, and trying to find yourself during the best four years of your life. (less)",sports
46,Catching Jordan,3.84,Miranda Kenneally,"61,670","3,693","4,175 followers","ONE OF THE BOYS

What girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.

But everything she's ever worked for is threatened when Ty Green moves to her school. Not only is he an amazing QB, but he's also amazingly hot. And for the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line? (less)",sports
47,Fever Pitch,3.75,Nick Hornby,"38,338","1,687","8,896 followers","For many people watching football is mere entertainment, to some it's more like a ritual; but to others, its highs and lows provide a narrative to life itself.

For Nick Hornby, his devotion to the game has provided one of few constants in a life where the meaningful things - like growing up, leaving home, and forming relationships, both parental and romantic - have rarely been as simple or as uncomplicated as his love for Arsenal.

Fever Pitch is his tribute to a lifelong obsession. Part autobiography, part comedy, part incisive analysis of insanity, Hornby's award-winning memoir captures the fever pitch of fandom — its agony and ecstasy, its community, and its defining role in thousands of young men's coming-of-age stories. Fever Pitch is one for the home team. But above all, it is one for everyone who knows what it really means to have a losing season. (less)",sports
48,Soccernomics,3.94,Simon Kuper,"16,917",782,233 followers,"Why do England lose? Why does Scotland suck? Why doesn’t America dominate the sport internationally... and why do the Germans play with such an efficient but robotic style?

These are questions every soccer aficionado has asked. Soccernomics answers them.

Using insights and analogies from economics, statistics, psychology, and business to cast a new and entertaining light on how the game works, Soccernomics reveals the often surprisingly counter-intuitive truths about soccer. (less)",sports
49,Heated Rivalry,4.43,Rachel Reid,"11,138","2,056","1,668 followers","Nothing interferes with Shane Hollander’s game—definitely not the sexy rival he loves to hate.

Pro hockey star Shane Hollander isn’t just crazy talented, he’s got a spotless reputation. Hockey is his life. Now that he’s captain of the Montreal Voyageurs, he won’t let anything jeopardize that, especially the sexy Russian whose hard body keeps him awake at night.

Boston Bears captain Ilya Rozanov is everything Shane’s not. The self-proclaimed king of the ice, he’s as cocky as he is talented. No one can beat him—except Shane. They’ve made a career on their legendary rivalry, but when the skates come off, the heat between them is undeniable. When Ilya realizes he wants more than a few secret hookups, he knows he must walk away. The risk is too great.

As their attraction intensifies, they struggle to keep their relationship out of the public eye. If the truth comes out, it could ruin them both. But when their need for each other rivals their ambition on the ice, secrecy is no longer an option…


One-click with confidence. This title is part of the Carina Press Romance Promise: all the romance you’re looking for with an HEA/HFN. It’s a promise!

This book is approximately 66,000 words (less)",sports
50,A Lie for a Lie,3.98,Helena Hunting,"31,105","2,918","21,833 followers","From the New York Times bestselling author of the Pucked series comes a romantic comedy about instant attraction, second chances, and not-so-little white lies.

Sometimes I need an escape from the demands, the puck bunnies, and the notoriety that come with being an NHL team captain. I just want to be a normal guy for a few weeks. So when I leave Chicago for some peace and quiet, the last thing I expect is for a gorgeous woman to literally fall into my lap on a flight to Alaska. Even better, she has absolutely no idea who I am.

Lainey is the perfect escape from my life. My plan for seclusion becomes a monthlong sex fest punctuated with domestic bliss. But it ends just as abruptly as it began. When I’m called away on a family emergency, I realize too late that I have no way to contact Lainey.

A year later, a chance encounter throws Lainey and me together again. But I still have a lie hanging over my head, and Lainey’s keeping secrets of her own. With more than lust at stake, the truth may be our game changer. (less)",sports
51,Rookie Move,3.91,Sarina Bowen,"12,891","1,484","14,041 followers","The first novel in a sexy new series featuring the hockey players of the Brooklyn Bruisers and the women who win their hearts—from the USA Today bestselling author of the Ivy Years series.

In high school they were the perfect couple—until the day Georgia left Leo in the cold...

Hockey player Leo Trevi has spent the last six years trying to do two things: get over the girl who broke his heart, and succeed in the NHL. But on the first day he’s called up to the newly franchised Brooklyn Bruisers, Leo gets checked on both sides, first by the team’s coach—who has a long simmering grudge, and then by the Bruisers’ sexy, icy publicist—his former girlfriend Georgia Worthington.

Saying goodbye to Leo was one of the hardest things Georgia ever had to do—and saying hello again isn’t much easier. Georgia is determined to keep their relationship strictly professional, but when a press conference microphone catches Leo declaring his feelings for her, things get really personal, really fast.... (less)",sports
52,The Raven King,4.38,Nora Sakavic,"46,571","5,535","4,935 followers","The Foxes are a fractured mess, but their latest disaster might be the miracle they've always needed to come together as a team. The one person standing in their way is Andrew, and the only one who can break through his personal barriers is Neil.

Except Andrew doesn't give up anything for free and Neil is terrible at trusting anyone but himself. The two don't have much time to come to terms with their situation before outside forces start tearing them apart. Riko is intent on destroying Neil's fragile new life, and the Foxes have just become collateral damage.

Neil's days are numbered, but he's learning the hard way to go down fighting for what he believes in, and Neil believes in Andrew even if Andrew won't believe in himself. (less)",sports
53,The King's Men,4.58,Nora Sakavic,"45,549","6,595","4,935 followers","Neil Josten is out of time. He knew when he came to PSU he wouldn't survive the year, but with his death right around the corner he's got more reasons than ever to live.

Befriending the Foxes was inadvisable. Kissing one is unthinkable. Neil should know better than to get involved with anyone this close to the end, but Andrew's never been the easiest person to walk away from. If they both say it doesn't mean anything, maybe Neil won't regret losing it, but the one person Neil can't lie to is himself.

He's got promises to keep and a team to get to championships if he can just outrun Riko a little longer, but Riko's not the only monster in Neil's life. The truth might get them all killed—or be Neil's one shot at getting out of this alive. (less)",sports
54,The Play,4.07,Elle Kennedy,"57,299","4,381","45,382 followers","A brand-new standalone novel in the New York Times bestselling Briar U series!

What I learned after last year’s distractions cost my hockey team our entire season? No more screwing up. No more screwing, period. As the new team captain, I need a new philosophy: hockey and school now, women later. Which means that I, Hunter Davenport, am officially going celibate…no matter how hard that makes things.

But there’s nothing in the rulebook that says I can’t be friends with a woman. And I won’t lie—my new classmate Demi Davis is one cool chick. Her smart mouth is hot as hell, and so is the rest of her, but the fact that she’s got a boyfriend eliminates the temptation to touch her.

Except three months into our friendship, Demi is single and looking for a rebound.

And she’s making a play for me.

Avoiding her is impossible. We’re paired up on a yearlong school project, but I’m confident I can resist her. We’d never work, anyway. Our backgrounds are too different, our goals aren’t aligned, and her parents hate my guts.

Hooking up is a very bad idea. Now I just have to convince my body—and my heart. (less)",sports
55,Hands Down,3.97,Mariana Zapata,"31,441","3,425","39,145 followers","Before he was Big Texas, he was Zac the Snack Pack.

Bianca Brannen knows time--mostly--heals all wounds. Including those your once loved ones might have unintentionally given you. (Those just take longer.)

She thinks she’s ready when a call has her walking back into her old friend’s life. Or at least as prepared as possible to see the starting quarterback in the National Football Organization. Before the lights, the fans, and the millions, he’d been a skinny kid with a heart of gold.

Waltzing out of Zac Travis’s life should be easy. Just as easy as he walked out of hers. (less)",sports
56,Taking a Shot,4.08,Jaci Burton,"18,672",972,"7,981 followers","If you want to score, you have to get in the game... The last thing Jenna Riley needs is more sports in her life. While her brothers are off being athletic superstars, she's stuck running the family's sports bar, whether she likes it or not. Then in walks pro hockey stud Tyler Anderson. As much as Jenna would like to go to the boards with him, she's vowed to never fall for a jock-even one as hot as Ty.

Ty, intrigued by the beautiful bar owner, becomes a regular. He senses that Jenna wants to do something more with her life. And as he gains her trust, the passion between them grows, as does Ty's insistence that Jenna should start living for herself. With his encouragement, Jenna starts to believe it, too...

But first, Jenna has to figure out what she wants, what she needs, who she loves, and if she has the passion and pride to take a shot at having it all-including Ty... (less)",sports
57,What I Talk About When I Talk About Running,3.87,Haruki Murakami,"1,39,333","13,288","103,158 followers","In 1982, having sold his jazz bar to devote himself to writing, Murakami began running to keep fit. A year later, he'd completed a solo course from Athens to Marathon, and now, after dozens of such races, not to mention triathlons and a dozen critically acclaimed books, he reflects upon the influence the sport has had on his life and--even more important--on his writing. Equal parts training log, travelogue, and reminiscence, this revealing memoir covers his four-month preparation for the 2005 New York City Marathon and takes us to places ranging from Tokyo's Jingu Gaien gardens, where he once shared the course with an Olympian, to the Charles River in Boston among young women who outpace him. Through this marvelous lens of sport emerges a panorama of memories and insights: the eureka moment when he decided to become a writer, his greatest triumphs and disappointments, his passion for vintage LPs, and the experience, after fifty, of seeing his race times improve and then fall back. By turns funny and sobering, playful and philosophical, What I Talk About When I Talk About Running is rich and revelatory, both for fans of this masterful yet guardedly private writer and for the exploding population of athletes who find similar satisfaction in distance running."" (less)",sports
58,Changing the Game,4.11,Jaci Burton,"21,392","1,086","7,981 followers","Sports agent Liz Darnell will do anything to win back her number-one client, baseball pro Gavin Riley. And Gavin's more than ready- especially when Liz is offering herself as part of the bargain. But when love unexpectedly enters the playing field, neither Liz nor Gavin are ready for the biggest game-changer of all.
(less)",sports
59,Zack,4.17,Sawyer Bennett,"15,547","1,292","13,450 followers","Rising star Zack Grantham has been stuck in a downward spiral of grief ever since the car accident that left him a single dad and put his career on hold. Back on the road with the Carolina Cold Fury and still crippled by emotional baggage, he’s in need of some serious help with his son. But while the nerdy new nanny wins his son’s heart, Zack isn’t sure he’s ready for a woman’s touch—even after getting a glimpse of the killer curves she’s hiding under those baggy clothes.

Kate Francis usually keeps men like Zack at a distance. Though his athlete’s body is honed to perfection, he refuses to move on with his life—and besides, he’s her boss. Still, the sparks between them are undeniable, tempting Kate to turn their professional relationship into a personal one. But before she makes a power play for Zack’s wounded heart, Kate will have to open him up again and show him that love is worth the fight. (less)",sports
60,Those Guys Have All the Fun: Inside the World of ESPN,3.74,James Andrew Miller,"13,379",658,161 followers,"In the exclusive behind the scenes look, sports fans can unlock the fascinating history of the channel that changed the way people watch and interact with their favorite teams.
It began, in 1979, as a mad idea of starting a cable channel to televise local sporting events throughout the state of Connecticut. Today, ESPN is arguably the most successful network in modern television history, spanning eight channels in the Unites States and around the world. But the inside story of its rise has never been fully told-until now.

Drawing upon over 500 interviews with the greatest names in ESPN's history and an All-Star collection of some of the world's finest athletes, bestselling authors James Miller and Tom Shales take us behind the cameras. Now, in their own words, the men and women who made ESPN great reveal the secrets behind its success-as well as the many scandals, rivalries, off-screen battles and triumphs that have accompanied that ascent. From the unknown producers and business visionaries to the most famous faces on television, it's all here. (less)",sports
61,Jock Row,4.04,Sara Ney,"17,299","1,903","6,020 followers","Scarlett is always the sensible one: The sober driver. The planner. The one holding your hair back while you're worshiping the porcelain gods.

Week-after-week, she visits Jock Row with her friends — the university's hottest party scene and breeding ground for student athletes. And if keeping her friends out of trouble, and guys out of their pants, was a sport, she'd be the star athlete.

Being a well known jock-blocker gets her noticed for all the wrong reasons; just like that, she's banned from Jock Row. NO GUY WANTS A GIRL AROUND WHO KEEPS THEIR JOCK FRIENDS FROM GETTING LAID.

""Rowdy"" Wade is the hot shot short-stop for the university's baseball team — and the unlucky bastard who drew the short straw: keep little Miss Goody Two-Shoes out of the Baseball House.

But week-after-week Scarlett returns, determined to get inside. (less)",sports
62,The Hot Shot,4.16,Kristen Callihan,"16,116","1,443","12,438 followers","First we were friends. Then we were roommates. Now I want more…

What can I say about Chess Copper? The woman is capable of bringing me to my knees. I know this about five minutes after getting naked for her.

No one is more surprised than me. The prickly photographer my team hired to shoot our annual charity calendar isn’t my usual type. She’s defense to my offense, a challenge at every turn. But when I’m with her, all the regrets and darkness goes away. She makes life fun.

I want to know Chess, be close to her. Which is a bad idea.

Chess is looking for a relationship. I’ve never given a woman more than one night. But when fate leaves Chess without a home, I step up and offer her mine. We’re roommates now. Friends without benefits. But it’s getting harder to keep our hands off each other. And the longer we live together the more I realize she’s becoming my everything.

Trick is… Now that I’ve made her believe I’m a bad bet, how do I convince her to give this player a true shot at forever? (less)",sports
63,Garrett,4.04,Sawyer Bennett,"15,630","1,286","13,450 followers","Carolina Cold Fury star Garrett Samuelson never wants to miss out on a single minute of fun. Whether he’s playing hockey, hanging out with friends, or walking the red carpet with a new date on his arm, he lives every day to the fullest. When he meets Olivia Case, he sees someone who’s exactly his type—confident, sexy, smart . . . his next fling. But the more he pursues her, the more Garrett shares a side of himself that other women don’t normally get to see.

Olivia has been keeping a secret. While Garrett lives for the next thrill, Olivia’s not sure she’ll live to see the next day. She’s undergoing treatment for some serious medical issues, and she doesn’t have time for a relationship with no guarantees—especially one with a hot-as-sin womanizer who won’t take no for an answer. But as she gets to know the real Garrett, Olivia can’t help falling for him . . . hard. To reveal the truth would mean risking everything—but you can’t score without taking the tough shots. (less)",sports
64,Puck Me Secretly,4.15,Odette Stone,"20,860","1,869","2,247 followers","I’ve never been in love.
I’ve never had an orgasm, but I’ve faked plenty.
I want to experience love.  Real, passionate love.
I don’t want to die.

It’s funny what blurts out of your mouth when the plane you’re on is going down, and I didn’t hold back with my seat mate when my plane decided to crash.
My hysterical confessions didn’t faze the muscular stranger that sat beside me.  In fact, he promised if we survived, he’d give me my first orgasm.  

We survived.
I came.
And then he left without telling me who he was.

On the first day of my job, I stood in front of the Vancouver Wolves hockey team and called out a number.  #33.
Imagine my shock when he skated forward.

Max is an incredible hockey player, whose wild, out-of-control antics have almost derailed his career.  So many secrets shroud his past and continue to threaten his future.  
Now he’s my secret.  And that secret could ruin everything.  

Puck Me SECRETLY.  Some secrets are too big to keep.

Intended for adult audiences only. (less)",sports
65,Summer of '49,4.09,David Halberstam,"8,890",306,630 followers,"With incredible skill, passion, and insight, Pulitzer Prize–winningauthor David Halberstam returns us to a glorious time when the dreams of a now almost forgotten America rested on the crack of a bat.

The year was 1949, and a war-weary nation turned from the battlefields to the ball fields in search of new heroes. It was a summer that marked the beginning of a sports rivalry unequaled in the annals of athletic competition. The awesome New York Yankees and the indomitable Boston Red Sox were fighting for supremacy of baseball's American League, and an aging Joe DiMaggio and a brash, headstrong hitting phenomenon named Ted Williams led their respective teams in a classic pennant duel of almost mythic proportions—one that would be decided in an explosive head-to-head confrontation on the last day of the season. (less)",sports
66,A Lie for a Lie,3.98,Helena Hunting,"31,105","2,918","21,833 followers","From the New York Times bestselling author of the Pucked series comes a romantic comedy about instant attraction, second chances, and not-so-little white lies.

Sometimes I need an escape from the demands, the puck bunnies, and the notoriety that come with being an NHL team captain. I just want to be a normal guy for a few weeks. So when I leave Chicago for some peace and quiet, the last thing I expect is for a gorgeous woman to literally fall into my lap on a flight to Alaska. Even better, she has absolutely no idea who I am.

Lainey is the perfect escape from my life. My plan for seclusion becomes a monthlong sex fest punctuated with domestic bliss. But it ends just as abruptly as it began. When I’m called away on a family emergency, I realize too late that I have no way to contact Lainey.

A year later, a chance encounter throws Lainey and me together again. But I still have a lie hanging over my head, and Lainey’s keeping secrets of her own. With more than lust at stake, the truth may be our game changer. (less)",sports
67,Rookie Move,3.91,Sarina Bowen,"12,891","1,484","14,041 followers","The first novel in a sexy new series featuring the hockey players of the Brooklyn Bruisers and the women who win their hearts—from the USA Today bestselling author of the Ivy Years series.

In high school they were the perfect couple—until the day Georgia left Leo in the cold...

Hockey player Leo Trevi has spent the last six years trying to do two things: get over the girl who broke his heart, and succeed in the NHL. But on the first day he’s called up to the newly franchised Brooklyn Bruisers, Leo gets checked on both sides, first by the team’s coach—who has a long simmering grudge, and then by the Bruisers’ sexy, icy publicist—his former girlfriend Georgia Worthington.

Saying goodbye to Leo was one of the hardest things Georgia ever had to do—and saying hello again isn’t much easier. Georgia is determined to keep their relationship strictly professional, but when a press conference microphone catches Leo declaring his feelings for her, things get really personal, really fast.... (less)",sports
68,The Raven King,4.38,Nora Sakavic,"46,571","5,535","4,935 followers","The Foxes are a fractured mess, but their latest disaster might be the miracle they've always needed to come together as a team. The one person standing in their way is Andrew, and the only one who can break through his personal barriers is Neil.

Except Andrew doesn't give up anything for free and Neil is terrible at trusting anyone but himself. The two don't have much time to come to terms with their situation before outside forces start tearing them apart. Riko is intent on destroying Neil's fragile new life, and the Foxes have just become collateral damage.

Neil's days are numbered, but he's learning the hard way to go down fighting for what he believes in, and Neil believes in Andrew even if Andrew won't believe in himself. (less)",sports
69,The King's Men,4.58,Nora Sakavic,"45,549","6,595","4,935 followers","Neil Josten is out of time. He knew when he came to PSU he wouldn't survive the year, but with his death right around the corner he's got more reasons than ever to live.

Befriending the Foxes was inadvisable. Kissing one is unthinkable. Neil should know better than to get involved with anyone this close to the end, but Andrew's never been the easiest person to walk away from. If they both say it doesn't mean anything, maybe Neil won't regret losing it, but the one person Neil can't lie to is himself.

He's got promises to keep and a team to get to championships if he can just outrun Riko a little longer, but Riko's not the only monster in Neil's life. The truth might get them all killed—or be Neil's one shot at getting out of this alive. (less)",sports
70,The Play,4.07,Elle Kennedy,"57,299","4,381","45,382 followers","A brand-new standalone novel in the New York Times bestselling Briar U series!

What I learned after last year’s distractions cost my hockey team our entire season? No more screwing up. No more screwing, period. As the new team captain, I need a new philosophy: hockey and school now, women later. Which means that I, Hunter Davenport, am officially going celibate…no matter how hard that makes things.

But there’s nothing in the rulebook that says I can’t be friends with a woman. And I won’t lie—my new classmate Demi Davis is one cool chick. Her smart mouth is hot as hell, and so is the rest of her, but the fact that she’s got a boyfriend eliminates the temptation to touch her.

Except three months into our friendship, Demi is single and looking for a rebound.

And she’s making a play for me.

Avoiding her is impossible. We’re paired up on a yearlong school project, but I’m confident I can resist her. We’d never work, anyway. Our backgrounds are too different, our goals aren’t aligned, and her parents hate my guts.

Hooking up is a very bad idea. Now I just have to convince my body—and my heart. (less)",sports
