,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,rating,name,num_ratings,num_reviews,num_followers,synopsis
55,55.0,55.0,98.0,My Lovely Wife,3.86,Samantha Downing,"110,306","13,759","4,378 followers","A couple's fifteen-year marriage has finally gotten too interesting...

Our love story is simple. I met a gorgeous woman. We fell in love. We had kids. We moved to the suburbs. We told each other our biggest dreams, and our darkest secrets. And then we got bored.

We look like a normal couple. We're your neighbors, the parents of your kid's friend, the acquaintances you keep meaning to get dinner with.

We all have secrets to keeping a marriage alive.

Ours just happens to be getting away with murder.

Alternate cover edition of ISBN 9780451491725 (less)"
56,56.0,56.0,99.0,Sometimes I Lie,3.81,Alice Feeney,"138,511","15,936","8,210 followers","My name is Amber Reynolds. There are three things you should know about me:
1. I’m in a coma.
2. My husband doesn’t love me anymore.
3. Sometimes I lie.

Amber wakes up in a hospital. She can’t move. She can’t speak. She can’t open her eyes. She can hear everyone around her, but they have no idea. Amber doesn’t remember what happened, but she has a suspicion her husband had something to do with it. Alternating between her paralyzed present, the week before her accident, and a series of childhood diaries from twenty years ago, this brilliant psychological thriller asks: Is something really a lie if you believe it's the truth? (less)"
57,57.0,57.0,100.0,The Push,4.09,Ashley Audrain,"207,648","25,477","3,298 followers","An alternative cover edition for this ISBN can be found here.

A tense, page-turning psychological drama about the making and breaking of a family–and a woman whose experience of motherhood is nothing at all what she hoped for–and everything she feared.

Blythe Connor is determined that she will be the warm, comforting mother to her new baby Violet that she herself never had.

But in the thick of motherhood’s exhausting early days, Blythe becomes convinced that something is wrong with her daughter–she doesn’t behave like most children do.

Or is it all in Blythe’s head? Her husband, Fox, says she’s imagining things. The more Fox dismisses her fears, the more Blythe begins to question her own sanity, and the more we begin to question what Blythe is telling us about her life as well.

Then their son Sam is born–and with him, Blythe has the blissful connection she’d always imagined with her child. Even Violet seems to love her little brother. But when life as they know it is changed in an instant, the devastating fall-out forces Blythe to face the truth.

The Push is a tour de force you will read in a sitting, an utterly immersive novel that will challenge everything you think you know about motherhood, about what we owe our children, and what it feels like when women are not believed. (less)"
58,58.0,58.0,101.0,The Good Daughter,4.12,Karin Slaughter,"145,547","12,078","57,709 followers","Two girls are forced into the woods at gunpoint. One runs for her life. One is left behind.

Twenty-eight years ago, Charlotte and Samantha Quinn's happy small-town family life was torn apart by a terrifying attack on their family home. It left their mother dead. It left their father—Pikeville's notorious defense attorney—devastated. And it left the family fractured beyond repair, consumed by secrets from that terrible night.

Twenty-eight years later, Charlotte has followed in her father's footsteps to become a lawyer herself—the ideal good daughter. But when violence comes to Pikeville again, and a shocking tragedy leaves the whole town traumatized, Charlotte is plunged into a nightmare. Not only is she the first witness on the scene, but it's a case that unleashes the terrible memories she's spent so long trying to suppress--because the shocking truth about the crime that destroyed her family nearly thirty years ago won't stay buried forever. Packed with twists and turns, brimming with emotion and heart, The Good Daughter is fiction at its most thrilling. (less)"
59,59.0,59.0,102.0,Rock Paper Scissors,3.98,Alice Feeney,"150,081","17,684","8,210 followers","Think you know the person you married? Think again…

Things have been wrong with Mr and Mrs Wright for a long time. When Adam and Amelia win a weekend away to Scotland, it might be just what their marriage needs. Self-confessed workaholic and screenwriter Adam Wright has lived with face blindness his whole life. He can’t recognize friends or family, or even his own wife.

Every anniversary the couple exchange traditional gifts – paper, cotton, pottery, tin – and each year Adam’s wife writes him a letter that she never lets him read. Until now. They both know this weekend will make or break their marriage, but they didn’t randomly win this trip. One of them is lying, and someone doesn’t want them to live happily ever after.

Ten years of marriage. Ten years of secrets. And an anniversary they will never forget.

Rock Paper Scissors is the latest exciting domestic thriller from the queen of the killer twist, New York Times bestselling author Alice Feeney. (less)"
60,60.0,60.0,103.0,An Anonymous Girl,3.81,Greer Hendricks,"137,180","15,206","8,507 followers","Looking to earn some easy cash, Jessica Farris agrees to be a test subject in a psychological study about ethics and morality. But as the study moves from the exam room to the real world, the line between what is real and what is one of Dr. Shields’s experiments blurs.

Dr. Shields seems to know what Jess is thinking… and what she’s hiding.

Jessica’s behavior will not only be monitored, but manipulated.

Caught in a web of attraction, deceit and jealousy, Jess quickly learns that some obsessions can be deadly.

From the authors of the blockbuster bestseller The Wife Between Us, Greer Hendricks and Sarah Pekkanen, An Anonymous Girl will keep you riveted through the last shocking twist. (less)"
61,61.0,61.0,104.0,The Last Thing He Told Me,3.89,Laura Dave,"514,076","36,959","5,118 followers","Alternate cover editions of ISBN 9781501171345 can be found here and here.

The instant #1 New York Times bestselling mystery and Reese Witherspoon Book Club pick that’s captivated more than a million readers about a woman searching for the truth about her husband’s disappearance…at any cost.

Before Owen Michaels disappears, he manages to smuggle a note to his beloved wife of one year: Protect her. Despite her confusion and fear, Hannah Hall knows exactly to whom the note refers: Owen’s sixteen-year-old daughter, Bailey. Bailey, who lost her mother tragically as a child. Bailey, who wants absolutely nothing to do with her new stepmother.

As Hannah’s increasingly desperate calls to Owen go unanswered; as the FBI arrests Owen’s boss; as a US Marshal and FBI agents arrive at her Sausalito home unannounced, Hannah quickly realizes her husband isn’t who he said he was. And that Bailey just may hold the key to figuring out Owen’s true identity—and why he really disappeared.

Hannah and Bailey set out to discover the truth, together. But as they start putting together the pieces of Owen’s past, they soon realize they are also building a new future. One neither Hannah nor Bailey could have anticipated. (less)"
62,62.0,62.0,105.0,The Hunting Party,3.65,Lucy Foley,"184,530","17,388","15,111 followers","Everyone's invited...everyone's a suspect...

For fans of Ruth Ware and Tana French, a shivery, atmospheric, page-turning novel of psychological suspense in the tradition of Agatha Christie, in which a group of old college friends are snowed in at a hunting lodge . . . and murder and mayhem ensue.

All of them are friends. One of them is a killer.

During the languid days of the Christmas break, a group of thirtysomething friends from Oxford meet to welcome in the New Year together, a tradition they began as students ten years ago. For this vacation, they’ve chosen an idyllic and isolated estate in the Scottish Highlands—the perfect place to get away and unwind by themselves.

They arrive on December 30th, just before a historic blizzard seals the lodge off from the outside world.

Two days later, on New Year’s Day, one of them is dead.

The trip began innocently enough: admiring the stunning if foreboding scenery, champagne in front of a crackling fire, and reminiscences about the past. But after a decade, the weight of secret resentments has grown too heavy for the group’s tenuous nostalgia to bear. Amid the boisterous revelry of New Year’s Eve, the cord holding them together snaps.

Now one of them is dead . . . and another of them did it.

Keep your friends close, the old adage goes. But just how close is too close? (less)"
63,63.0,63.0,106.0,A Time to Kill,4.1,John Grisham,"769,104","6,306","71,416 followers","An alternate cover edition for the ISBN 9780385338608 can be found here.

Before ""The Firm"" and ""The Pelican Brief"" made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence, as he delivers a compelling tale of uncertain justice in a small southern town, Clanton, Mississippi.

The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. That is, until her black father acquires an assault rifle and takes matters into his hands.

For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life, and then his own. (less)"
64,64.0,64.0,107.0,Recursion,4.16,Blake Crouch,"175,848","22,221","41,548 followers","Memory makes reality.

That's what NYC cop Barry Sutton is learning, as he investigates the devastating phenomenon the media has dubbed False Memory Syndrome—a mysterious affliction that drives its victims mad with memories of a life they never lived.

That's what neuroscientist Helena Smith believes. It's why she's dedicated her life to creating a technology that will let us preserve our most precious memories. If she succeeds, anyone will be able to re-experience a first kiss, the birth of a child, the final moment with a dying parent.

As Barry searches for the truth, he comes face to face with an opponent more terrifying than any disease—a force that attacks not just our minds, but the very fabric of the past. And as its effects begin to unmake the world as we know it, only he and Helena, working together, will stand a chance at defeating it.

But how can they make a stand when reality itself is shifting and crumbling all around them?

At once a relentless pageturner and an intricate science-fiction puzzlebox about time, identity, and memory, Recursion is a thriller as only Blake Crouch could imagine it—and his most ambitious, mind-boggling, irresistible work to date. (less)"
65,65.0,65.0,108.0,When No One Is Watching,3.54,Alyssa Cole,"67,365","9,779","4,816 followers","The gentrification of a Brooklyn neighborhood takes on a sinister new meaning…

Sydney Green is Brooklyn born and raised, but her beloved neighborhood seems to change every time she blinks. Condos are sprouting like weeds, FOR SALE signs are popping up overnight, and the neighbors she’s known all her life are disappearing. To hold onto her community’s past and present, Sydney channels her frustration into a walking tour and finds an unlikely and unwanted assistant in one of the new arrivals to the block—her neighbor Theo.

But Sydney and Theo’s deep dive into history quickly becomes a dizzying descent into paranoia and fear. Their neighbors may not have moved to the suburbs after all, and the push to revitalize the community may be more deadly than advertised.

When does coincidence become conspiracy? Where do people go when gentrification pushes them out? Can Sydney and Theo trust each other—or themselves—long enough to find out before they too disappear? (less)"
66,66.0,66.0,109.0,It,4.25,Stephen King,"967,524","30,774","798,933 followers","Welcome to Derry, Maine ...

It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...

They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name. (less)"
67,67.0,67.0,110.0,The Butterfly Garden,4.06,Dot Hutchison,"154,132","14,055","3,138 followers","Near an isolated mansion lies a beautiful garden.

In this garden grow luscious flowers, shady trees…and a collection of precious “butterflies”—young women who have been kidnapped and intricately tattooed to resemble their namesakes. Overseeing it all is the Gardener, a brutal, twisted man obsessed with capturing and preserving his lovely specimens.

When the garden is discovered, a survivor is brought in for questioning. FBI agents Victor Hanoverian and Brandon Eddison are tasked with piecing together one of the most stomach-churning cases of their careers. But the girl, known only as Maya, proves to be a puzzle herself.

As her story twists and turns, slowly shedding light on life in the Butterfly Garden, Maya reveals old grudges, new saviors, and horrific tales of a man who’d go to any length to hold beauty captive. But the more she shares, the more the agents have to wonder what she’s still hiding... (less)"
68,68.0,68.0,111.0,The One,4.12,John Marrs,"106,004","13,228","5,226 followers","How far would you go to find The One?

A simple DNA test is all it takes. Just a quick mouth swab and soon you’ll be matched with your perfect partner the one you are genetically made for.

That’s the promise made by Match Your DNA. A decade ago, the company announced that they had found the gene that pairs each of us with our soul mate. Since then, millions of people around the world have been matched. But the discovery has its downsides: test results have led to the breakup of countless relationships and upended the traditional ideas of dating, romance and love.

Now five very different people have received the notification that they’ve been “Matched.” They’re each about to meet their one true love. But “happily ever after” isn’t guaranteed for everyone. Because even soul mates have secrets. And some are more shocking than others…

A word-of-mouth hit in the United Kingdom, The One is a fascinating novel that shows how even the simplest discoveries can have complicated consequences. (less)"
69,69.0,69.0,112.0,Bird Box,4.03,Josh Malerman,"169,879","18,415","5,684 followers","Something is out there, something terrifying that must not be seen. One glimpse of it, and a person is driven to deadly violence. No one knows what it is or where it came from.

Five years after it began, a handful of scattered survivors remains, including Malorie and her two young children. Living in an abandoned house near the river, she has dreamed of fleeing to a place where they might be safe. Now that the boy and girl are four, it's time to go, but the journey ahead will be terrifying: twenty miles downriver in a rowboat—blindfolded—with nothing to rely on but her wits and the children's trained ears. One wrong choice and they will die. Something is following them all the while, but is it man, animal, or monster?

Interweaving past and present, Bird Box is a snapshot of a world unraveled that will have you racing to the final page. (less)"
70,70.0,70.0,113.0,The Institute,4.2,Stephen King,"207,727","21,774","798,935 followers","In the middle of the night, in a house on a quiet street in suburban Minneapolis, intruders silently murder Luke Ellis’s parents and load him into a black SUV. The operation takes less than two minutes. Luke will wake up at The Institute, in a room that looks just like his own, except there’s no window. And outside his door are other doors, behind which are other kids with special talents—telekinesis and telepathy—who got to this place the same way Luke did: Kalisha, Nick, George, Iris, and ten-year-old Avery Dixon. They are all in Front Half. Others, Luke learns, graduated to Back Half, “like the roach motel,” Kalisha says. “You check in, but you don’t check out.”

In this most sinister of institutions, the director, Mrs. Sigsby, and her staff are ruthlessly dedicated to extracting from these children the force of their extranormal gifts. There are no scruples here. If you go along, you get tokens for the vending machines. If you don’t, punishment is brutal. As each new victim disappears to Back Half, Luke becomes more and more desperate to get out and get help. But no one has ever escaped from the Institute. (less)"
71,71.0,71.0,114.0,If We Were Villains,4.22,M.L. Rio,"97,217","19,067","4,341 followers","Oliver Marks has just served ten years in jail - for a murder he may or may not have committed. On the day he's released, he's greeted by the man who put him in prison. Detective Colborne is retiring, but before he does, he wants to know what really happened a decade ago.

As one of seven young actors studying Shakespeare at an elite arts college, Oliver and his friends play the same roles onstage and off: hero, villain, tyrant, temptress, ingenue, extra. But when the casting changes, and the secondary characters usurp the stars, the plays spill dangerously over into life, and one of them is found dead. The rest face their greatest acting challenge yet: convincing the police, and themselves, that they are blameless. (less)"
72,72.0,72.0,115.0,The Chalk Man,3.72,C.J. Tudor,"88,558","11,580","5,621 followers","In 1986, Eddie and his friends are just kids on the verge of adolescence. They spend their days biking around their sleepy English village and looking for any taste of excitement they can get. The chalk men are their secret code: little chalk stick figures they leave for one another as messages only they can understand. But then a mysterious chalk man leads them right to a dismembered body, and nothing is ever the same.

In 2016, Eddie is fully grown, and thinks he's put his past behind him. But then he gets a letter in the mail, containing a single chalk stick figure. When it turns out that his friends got the same message, they think it could be a prank . . . until one of them turns up dead.

That's when Eddie realizes that saving himself means finally figuring out what really happened all those years ago. (less)"
73,73.0,73.0,116.0,Stillhouse Lake,4.11,Rachel Caine,"133,619","10,080","17,809 followers","Gina Royal is the definition of average—a shy Midwestern housewife with a happy marriage and two adorable children. But when a car accident reveals her husband’s secret life as a serial killer, she must remake herself as Gwen Proctor—the ultimate warrior mom.

With her ex now in prison, Gwen has finally found refuge in a new home on remote Stillhouse Lake. Though still the target of stalkers and Internet trolls who think she had something to do with her husband’s crimes, Gwen dares to think her kids can finally grow up in peace.

But just when she’s starting to feel at ease in her new identity, a body turns up in the lake—and threatening letters start arriving from an all-too-familiar address. Gwen Proctor must keep friends close and enemies at bay to avoid being exposed—or watch her kids fall victim to a killer who takes pleasure in tormenting her. One thing is certain: she’s learned how to fight evil. And she’ll never stop. (less)"
74,74.0,74.0,117.0,The Sun Down Motel,4.03,Simone St. James,"108,517","14,882","9,987 followers","The secrets lurking in a rundown roadside motel ensnare a young woman, just as they did her aunt thirty-five years before, in this new atmospheric suspense novel from the national bestselling and award-winning author of The Broken Girls.

Upstate NY, 1982. Every small town like Fell, New York, has a place like the Sun Down Motel. Some customers are from out of town, passing through on their way to someplace better. Some are locals, trying to hide their secrets. Viv Delaney works as the night clerk to pay for her move to New York City. But something isn't right at the Sun Down, and before long she's determined to uncover all of the secrets hidden… (less)"
75,75.0,75.0,118.0,The Outsider,3.99,Stephen King,"247,575","21,901","798,933 followers","An unspeakable crime. A confounding investigation. At a time when the King brand has never been stronger, he has delivered one of his most unsettling and compulsively readable stories.

An eleven-year-old boy’s violated corpse is found in a town park. Eyewitnesses and fingerprints point unmistakably to one of Flint City’s most popular citizens. He is Terry Maitland, Little League coach, English teacher, husband, and father of two girls. Detective Ralph Anderson, whose son Maitland once coached, orders a quick and very public arrest. Maitland has an alibi, but Anderson and the district attorney soon add DNA evidence to go with the fingerprints and witnesses. Their case seems ironclad.

As the investigation expands and horrifying answers begin to emerge, King’s propulsive story kicks into high gear, generating strong tension and almost unbearable suspense. Terry Maitland seems like a nice guy, but is he wearing another face? When the answer comes, it will shock you as only Stephen King can. (less)"
76,76.0,76.0,119.0,I'm Thinking of Ending Things,3.6,Iain Reid,"109,812","20,288","2,567 followers","Now a Netflix original movie, this deeply scary and intensely unnerving novel follows a couple in the midst of a twisted unraveling of the darkest unease. You will be scared. But you won’t know why…

I’m thinking of ending things. Once this thought arrives, it stays. It sticks. It lingers. It’s always there. Always.

Jake once said, “Sometimes a thought is closer to truth, to reality, than an action. You can say anything, you can do anything, but you can’t fake a thought.”

And here’s what I’m thinking: I don’t want to be here.

In this smart and intense literary suspense novel, Iain Reid explores the depths of the human psyche, questioning consciousness, free will, the value of relationships, fear, and the limitations of solitude. Reminiscent of Jose Saramago’s early work, Michel Faber’s cult classic Under the Skin, and Lionel Shriver’s We Need to Talk about Kevin, “your dread and unease will mount with every passing page” (Entertainment Weekly) of this edgy, haunting debut. Tense, gripping, and atmospheric, I’m Thinking of Ending Things pulls you in from the very first page…and never lets you go. (less)"
77,77.0,77.0,120.0,One by One,3.73,Ruth Ware,"136,517","14,967","28,739 followers","Getting snowed in at a beautiful, rustic mountain chalet doesn’t sound like the worst problem in the world, especially when there’s a breathtaking vista, a cozy fire, and company to keep you warm. But what happens when that company is eight of your coworkers…and you can’t trust any of them?

When an off-site company retreat meant to promote mindfulness and collaboration goes utterly wrong when an avalanche hits, the corporate food chain becomes irrelevant and survival trumps togetherness. Come Monday morning, how many members short will the team be?

The #1 New York Times bestselling author of The Turn of the Key and In a Dark Dark Wood returns with another suspenseful thriller set on a snow-covered mountain. (less)"
78,78.0,78.0,121.0,The Death of Mrs. Westaway,3.82,Ruth Ware,"145,419","15,779","28,740 followers","On a day that begins like any other, Hal receives a mysterious letter bequeathing her a substantial inheritance. She realizes very quickly that the letter was sent to the wrong person—but also that the cold-reading skills she’s honed as a tarot card reader might help her claim the money.

Soon, Hal finds herself at the funeral of the deceased…where it dawns on her that there is something very, very wrong about this strange situation and the inheritance at the centre of it. (less)"
79,79.0,79.0,122.0,Along Came a Spider,4.12,James Patterson,"433,335","5,964","337,394 followers","What have we got? A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.

Gary Soneji wants to commit the crime of the century. Alex Cross is the brilliant homicide detective pitted against him. Jezzie Flanagan is the first female supervisor of the Secret Service. They complete one of the most unusual suspense triangles in any thriller you have ever read.

Alex and Jezzie are about to have a forbidden love affair—at the worst possible time for both of them. Because Gary Soneji is playing at the top of his game. The latest of the unspeakable crimes happens in Alex Cross's precinct and it happens under the nose of Jezzie and her men.

Alex faces the ultimate test: how do you outmaneuver a brilliant psychopath? (less)"
80,80.0,80.0,123.0,The Wife Upstairs,3.76,Rachel Hawkins,"156,132","15,840","12,846 followers","Meet Jane. Newly arrived to Birmingham, Alabama, Jane is a broke dog-walker in Thornfield Estates—a gated community full of McMansions, shiny SUVs, and bored housewives. The kind of place where no one will notice if Jane lifts the discarded tchotchkes and jewelry off the side tables of her well-heeled clients. Where no one will think to ask if Jane is her real name.

But her luck changes when she meets Eddie­ Rochester. Recently widowed, Eddie is Thornfield Estates’ most mysterious resident. His wife, Bea, drowned in a boating accident with her best friend, their bodies lost to the deep. Jane can’t help but see an opportunity in Eddie—not only is he rich, brooding, and handsome, he could also offer her the kind of protection she’s always yearned for.

Yet as Jane and Eddie fall for each other, Jane is increasingly haunted by the legend of Bea, an ambitious beauty with a rags-to-riches origin story, who launched a wildly successful southern lifestyle brand. How can she, plain Jane, ever measure up? And can she win Eddie’s heart before her past—or his—catches up to her? (less)"
81,81.0,81.0,124.0,Die Trying,4.05,Lee Child,"126,943","5,502","27,425 followers","Alternate cover for this ISBN can be found here

In a Chicago suburb, a dentist is met in his office parking lot by three men and ordered into the trunk of his Lexus. On a downtown sidewalk, Jack Reacher and an unknown woman are abducted in broad daylight by two men - practiced and confident - who stop them at gunpoint and hustle them into the same sedan. Then Reacher and the woman are switched into a second vehicle and hauled away, leaving the dentist bound and gagged inside his car with the woman's abandoned possessions, two gallons of gasoline. . . and a burning match. The FBI is desperate to rescue the woman, a Special Agent from the Chicago office, because the FBI always - always - takes care of its own, and because this woman is not just another agent. Reacher and the woman join forces, against seemingly hopeless odds, to outwit their captors and escape. But the FBI thinks Jack is one of the kidnappers - and when they close in, the Bureau snipers will be shooting to kill. (less)"
82,82.0,82.0,125.0,The Secret History,4.15,Donna Tartt,"470,731","42,558","23,822 followers","Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last—inexorably—into evil. (less)"
83,83.0,83.0,126.0,Carrie,3.98,Stephen King,"621,888","19,173","798,935 followers","A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.

Make a date with terror and live the nightmare that is...Carrie
--back cover (less)"
84,84.0,84.0,127.0,I Am Pilgrim,4.27,Terry Hayes,"146,807","11,794","2,316 followers","A breakneck race against time...and an implacable enemy. An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afghanistan. A flawless plot to commit an appalling crime against humanity. One path links them all, and only one man can make the journey. Pilgrim.' (less)"
85,85.0,85.0,128.0,The Pelican Brief,4.04,John Grisham,"409,792","3,086","71,416 followers","In suburban Georgetown a killer's Reeboks whisper on the front floor of a posh home... In a seedy D.C. porno house a patron is swiftly garroted to death... The next day America learns that two of its Supreme Court justices have been assassinated. And in New Orleans, a young law student prepares a legal brief... To Darby Shaw it was no more than a legal shot in the dark, a brilliant guess. To the Washington establishment it was political dynamite. Suddenly Darby is witness to a murder -- a murder intended for her. Going underground, she finds there is only one person she can trust -- an ambitious reporter after a newsbreak hotter than Watergate -- to help her piece together the deadly puzzle. Somewhere between the bayous of  Louisiana and the White House's inner sanctums, a violent cover-up is being engineered. For someone has read Darby's brief. Someone who will stop at nothing to destroy the evidence of an unthinkable crime. (less)"
86,86.0,86.0,,61 Hours,4.11,Lee Child,"82,218","4,432","27,432 followers","Jack Reacher is back.
The countdown has begun. Get ready for the most exciting 61 hours of your life. #1 ""New York Times"" bestselling author Lee Child's latest thriller is a ticking time bomb of suspense that builds electric tension on every page.
Sixty-one hours. Not a minute to spare.
A tour bus crashes in a savage snowstorm and lands Jack Reacher in the middle of a deadly confrontation. In nearby Bolton, South Dakota, one brave woman is standing up for justice in a small town threatened by sinister forces. If she's going to live long enough to testify, she'll need help. Because a killer is coming to Bolton, a coldly proficient assassin who never misses.
Reacher's original plan was to keep on moving. But the next 61 hours will change everything. The secrets are deadlier and his enemies are stronger than he could have guessed--but so is the woman whose life he'll risk his own to save.
In 61 Hours, Lee Child has written a showdown thriller with an explosive ending that readers will talk about for a long time to come. (less)"
87,87.0,87.0,,Eye of the Needle,4.19,Ken Follett,"145,568","3,517","49,214 followers","One enemy spy knows the secret to the Allies' greatest deception, a brilliant aristocrat and ruthless assassin -- code name: ""The Needle"" -- who holds the key to ultimate Nazi victory.
Only one person stands in his way: a lonely Englishwoman on an isolated island, who is beginning to love the killer who has mysteriously entered her life.
All will come to a terrifying conclusion in Ken Follett's unsurpassed and unforgettable masterwork of suspense, intrigue, and the dangerous machinations of the human heart.
(less)"
88,88.0,88.0,,The Chestnut Man,4.21,Søren Sveistrup,"55,595","7,253","1,390 followers","The heart-pounding debut from the creator of the hit Scandinavian television show The Killing.

If you find one, he’s already found you.

A psychopath is terrorizing Copenhagen.

His calling card is a “chestnut man”—a handmade doll made of matchsticks and two chestnuts—which he leaves at each bloody crime scene. Examining the dolls, forensics makes a shocking discovery—a fingerprint belonging to a young girl, a government minister’s daughter who had been kidnapped and murdered a year ago.

A tragic coincidence—or something more twisted?

To save innocent lives, a pair of detectives must put aside their differences to piece together the Chestnut Man’s gruesome clues.

Because it’s clear that the madman is on a mission that is far from over.

And no one is safe. (less)"
89,89.0,89.0,,The Night Swim,4.06,Megan Goldin,"77,244","10,081","2,548 followers","After the first season of her true crime podcast became an overnight sensation and set an innocent man free, Rachel Krall is now a household name―and the last hope for thousands of people seeking justice. But she’s used to being recognized for her voice, not her face. Which makes it all the more unsettling when she finds a note on her car windshield, addressed to her, begging for help.

The small town of Neapolis is being torn apart by a devastating rape trial. The town’s golden boy, a swimmer destined for Olympic greatness, has been accused of raping a high school student, the beloved granddaughter of the police chief. Under pressure to make Season Three a success, Rachel throws herself into interviewing and investigating―but the mysterious letters keep showing up in unexpected places. Someone is following her, and she won’t stop until Rachel finds out what happened to her sister twenty-five years ago. Officially, Jenny Stills tragically drowned, but the letters insists she was murdered―and when Rachel starts asking questions, nobody seems to want to answer. The past and present start to collide as Rachel uncovers startling connections between the two cases that will change the course of the trial and the lives of everyone involved.

Electrifying and propulsive, The Night Swim asks: What is the price of a reputation? Can a small town ever right the wrongs of its past? And what really happened to Jenny? (less)"
90,90.0,90.0,,Sphere,3.82,Michael Crichton,"177,154","3,846","15,692 followers","In the middle of the South Pacific, a thousand feet below the surface of the water, a huge vessel is discovered resting on the ocean floor. It is a spaceship of phenomenal dimensions, apparently undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old."
91,91.0,91.0,,The Broken Girls,4.07,Simone St. James,"79,489","9,616","9,996 followers","A suspense novel from the award-winning author of The Haunting of Maddy Clare...

Vermont, 1950. There's a place for the girls whom no one wants--the troublemakers, the illegitimate, the too smart for their own good. It's called Idlewild Hall. And in the small town where it's located, there are rumors that the boarding school is haunted. Four roommates bond over their whispered fears, their budding friendship blossoming--until one of them mysteriously disappears. . . .

Vermont, 2014. As much as she's tried, journalist Fiona Sheridan cannot stop revisiting the events surrounding her older sister's death. Twenty years ago, her body was found lying in the overgrown fields near the ruins of Idlewild Hall. And though her sister's boyfriend was tried and convicted of murder, Fiona can't shake the suspicion that something was never right about the case.

When Fiona discovers that Idlewild Hall is being restored by an anonymous benefactor, she decides to write a story about it. But a shocking discovery during the renovations will link the loss of her sister to secrets that were meant to stay hidden in the past--and a voice that won't be silenced. . . . (less)"
92,92.0,92.0,,"Tinker, Tailor, Soldier, Spy",4.04,John le Carré,"87,170","4,856","7,739 followers","A modern classic in which John le Carré expertly creates a total vision of a secret world, Tinker, Tailor, Soldier, Spy begins George Smiley's chess match of wills and wits with Karla, his Soviet counterpart.

It is now beyond a doubt that a mole, implanted decades ago by Moscow Centre, has burrowed his way into the highest echelons of British Intelligence. His treachery has already blown some of its most vital operations and its best networks. It is clear that the double agent is one of its own kind. But which one? George Smiley is assigned to identify him. And once identified, the traitor must be destroyed. (less)"
93,93.0,93.0,,They Never Learn,4.01,Layne Fargo,"19,200","4,197",910 followers,"Scarlett Clark is an exceptional English professor. But she’s even better at getting away with murder.

Every year, she searches for the worst man at Gorman University and plots his well-deserved demise. Thanks to her meticulous planning, she’s avoided drawing attention to herself—but as she’s preparing for her biggest kill yet, the school starts probing into the growing body count on campus. Determined to keep her enemies close, Scarlett insinuates herself into the investigation and charms the woman in charge, Dr. Mina Pierce. Everything’s going according to her master plan… until she loses control with her latest victim, putting her secret life at risk of exposure.

Meanwhile, Gorman student Carly Schiller is just trying to survive her freshman year. Finally free of her emotionally abusive father, all Carly wants is to focus on her studies and fade into the background. Her new roommate has other ideas. Allison Hadley is cool and confident—everything Carly wishes she could be—and the two girls quickly form an intense friendship. So when Allison is sexually assaulted at a party, Carly becomes obsessed with making the attacker pay... and turning her fantasies about revenge into a reality. (less)"
